season,division_id,competition_phase,player_id,team_id,gohoops_roster_id,registered,source,id,gohoops_id,gohoops_squad_id,gohoops_event_id,gohoops_season_id,name,number,is_listing,source_json
2025-26,8,preseason,1,8,165766,True,division_roster,1,70386,11931,490,213,丁聖儒,3,True,"{""division_id"":8,""id"":1,""gohoops_id"":70386,""gohoops_roster_id"":165766,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""丁聖儒"",""number"":""3"",""registered"":true,""is_listing"":true,""meta"":{""position"":""PointGuard"",""alt_name"":"""",""birthday"":""1998-08-22"",""height"":174,""weight"":75,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":1639,""key"":""sm"",""path"":""players/1/eMcRtHoU8mJs351dyXkX7a2TiISFXZJx4vv4eUKE.png"",""url"":""https://assets.tpbl.basketball/production/players/1/eMcRtHoU8mJs351dyXkX7a2TiISFXZJx4vv4eUKE.png?20251003164229""},{""id"":1641,""key"":""lg"",""path"":""players/1/uFxqsfZZ2PCkMQXbBWnpspOHAfI0lbM85oco1B00.png"",""url"":""https://assets.tpbl.basketball/production/players/1/uFxqsfZZ2PCkMQXbBWnpspOHAfI0lbM85oco1B00.png?20251003164229""},{""id"":1642,""key"":""xl"",""path"":""players/1/1cD8sUuVXjQmTQtM5nwb60Vk4hADipVkAaPWPa1M.png"",""url"":""https://assets.tpbl.basketball/production/players/1/1cD8sUuVXjQmTQtM5nwb60Vk4hADipVkAaPWPa1M.png?20251003164229""},{""id"":1681,""key"":""md"",""path"":""players/1/KnAdVdbeUlSZMo5am7tqCMTs0k4mOPqRUMqi7gZs.png"",""url"":""https://assets.tpbl.basketball/production/players/1/KnAdVdbeUlSZMo5am7tqCMTs0k4mOPqRUMqi7gZs.png?20251003185249""}]}"
2025-26,8,preseason,10863,8,165767,True,division_roster,10863,90967,11931,490,213,魏芃禾,5,True,"{""division_id"":8,""id"":10863,""gohoops_id"":90967,""gohoops_roster_id"":165767,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""魏芃禾"",""number"":""5"",""registered"":true,""is_listing"":true,""meta"":{""position"":""PointGuard"",""alt_name"":"""",""birthday"":""2003-01-03"",""height"":177,""weight"":72,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":1651,""key"":""sm"",""path"":""players/10863/MeiHOjHnu98ohtvkkieQBTWpyOBghl6qqH7ltiJB.png"",""url"":""https://assets.tpbl.basketball/production/players/10863/MeiHOjHnu98ohtvkkieQBTWpyOBghl6qqH7ltiJB.png?20251003172148""},{""id"":1652,""key"":""md"",""path"":""players/10863/NHe5cxgyEIbMgeoqXTR2ATmN0Ql7H8SHJPcXJhcg.png"",""url"":""https://assets.tpbl.basketball/production/players/10863/NHe5cxgyEIbMgeoqXTR2ATmN0Ql7H8SHJPcXJhcg.png?20251003185533""},{""id"":1653,""key"":""lg"",""path"":""players/10863/8moKYMc7en80MjKlpZOL6hwN6bFJsywX7cj7VWgY.png"",""url"":""https://assets.tpbl.basketball/production/players/10863/8moKYMc7en80MjKlpZOL6hwN6bFJsywX7cj7VWgY.png?20251003172148""},{""id"":1654,""key"":""xl"",""path"":""players/10863/D9S1Ks83YWpMzUmpLtxBag6eBKrdURJ1dFc7io2h.png"",""url"":""https://assets.tpbl.basketball/production/players/10863/D9S1Ks83YWpMzUmpLtxBag6eBKrdURJ1dFc7io2h.png?20251003172148""}]}"
2025-26,8,preseason,2,8,165768,True,division_roster,2,70387,11931,490,213,江均,6,True,"{""division_id"":8,""id"":2,""gohoops_id"":70387,""gohoops_roster_id"":165768,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""江均"",""number"":""6"",""registered"":true,""is_listing"":true,""meta"":{""position"":""SmallForward"",""alt_name"":"""",""birthday"":""2001-09-11"",""height"":193,""weight"":93,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":56,""key"":""sm"",""path"":""players/2/UwjPRt8Ejyz2YeTroQzwc4LAFYtu7eG9LTjQTWxN.png"",""url"":""https://assets.tpbl.basketball/production/players/2/UwjPRt8Ejyz2YeTroQzwc4LAFYtu7eG9LTjQTWxN.png?20251003170847""},{""id"":57,""key"":""md"",""path"":""players/2/Lo2hcCnhqwqjkcJHl0Qg6HHf7jur0tHx3crfxYEP.png"",""url"":""https://assets.tpbl.basketball/production/players/2/Lo2hcCnhqwqjkcJHl0Qg6HHf7jur0tHx3crfxYEP.png?20251003185656""},{""id"":58,""key"":""lg"",""path"":""players/2/NWTgpT0dFWNdaBnSqq6Gj9QRghRW72rs6ovGQu2O.png"",""url"":""https://assets.tpbl.basketball/production/players/2/NWTgpT0dFWNdaBnSqq6Gj9QRghRW72rs6ovGQu2O.png?20251003170847""},{""id"":59,""key"":""xl"",""path"":""players/2/u2HrC0Jr702OmuxQD09ErTaDuk76moY9Jexf9gN3.png"",""url"":""https://assets.tpbl.basketball/production/players/2/u2HrC0Jr702OmuxQD09ErTaDuk76moY9Jexf9gN3.png?20251003172618""}]}"
2025-26,8,preseason,10864,8,165771,True,division_roster,10864,90970,11931,490,213,劉彥廷,7,True,"{""division_id"":8,""id"":10864,""gohoops_id"":90970,""gohoops_roster_id"":165771,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""劉彥廷"",""number"":""7"",""registered"":true,""is_listing"":true,""meta"":{""position"":""PowerForward"",""alt_name"":"""",""birthday"":""2000-01-07"",""height"":196,""weight"":96,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":1655,""key"":""sm"",""path"":""players/10864/5bTZbqv8C3OM9nHmHzzTnDidKIHj5injhOZOPvaf.png"",""url"":""https://assets.tpbl.basketball/production/players/10864/5bTZbqv8C3OM9nHmHzzTnDidKIHj5injhOZOPvaf.png?20251003173046""},{""id"":1656,""key"":""md"",""path"":""players/10864/V1YBvqapq0cXqS8vrNJLzlKFHUlNbCD0QSVcjrg8.png"",""url"":""https://assets.tpbl.basketball/production/players/10864/V1YBvqapq0cXqS8vrNJLzlKFHUlNbCD0QSVcjrg8.png?20251003173046""},{""id"":1657,""key"":""lg"",""path"":""players/10864/DChQwbxhiIgmPT6GJUtfYKNTVCfM93RfR9ApZ7rI.png"",""url"":""https://assets.tpbl.basketball/production/players/10864/DChQwbxhiIgmPT6GJUtfYKNTVCfM93RfR9ApZ7rI.png?20251003173046""},{""id"":1658,""key"":""xl"",""path"":""players/10864/4vJRSgo9gAFIES6gaTX5ByDomYxU7tiJ4KGOOK0Z.png"",""url"":""https://assets.tpbl.basketball/production/players/10864/4vJRSgo9gAFIES6gaTX5ByDomYxU7tiJ4KGOOK0Z.png?20251003173046""}]}"
2025-26,8,preseason,3,8,165772,True,division_roster,3,70388,11931,490,213,陳文宏,8,True,"{""division_id"":8,""id"":3,""gohoops_id"":70388,""gohoops_roster_id"":165772,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""陳文宏"",""number"":""8"",""registered"":true,""is_listing"":true,""meta"":{""position"":""SmallForward"",""alt_name"":"""",""birthday"":""1991-07-14"",""height"":188,""weight"":98,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":60,""key"":""sm"",""path"":""players/3/6bOHpHC9ovq2m3ljMUHHUVJqpTcvM6B24F6vHr7W.png"",""url"":""https://assets.tpbl.basketball/production/players/3/6bOHpHC9ovq2m3ljMUHHUVJqpTcvM6B24F6vHr7W.png?20251003175914""},{""id"":61,""key"":""md"",""path"":""players/3/z5HnS8PdTz2wZ2FptnAvmYpbCllyfYUp7FYtt48w.png"",""url"":""https://assets.tpbl.basketball/production/players/3/z5HnS8PdTz2wZ2FptnAvmYpbCllyfYUp7FYtt48w.png?20251003175914""},{""id"":62,""key"":""lg"",""path"":""players/3/SeJZ7Jtc0e18L79jRsV0sO7WqxmejMjDj1h24yhD.png"",""url"":""https://assets.tpbl.basketball/production/players/3/SeJZ7Jtc0e18L79jRsV0sO7WqxmejMjDj1h24yhD.png?20251003175914""},{""id"":63,""key"":""xl"",""path"":""players/3/GNun363ohREvRrggW4TbNvaSfDZEHKEGmtJW1uRe.png"",""url"":""https://assets.tpbl.basketball/production/players/3/GNun363ohREvRrggW4TbNvaSfDZEHKEGmtJW1uRe.png?20251003175915""}]}"
2025-26,8,preseason,4,8,165773,True,division_roster,4,70389,11931,490,213,張兆辰,9,False,"{""division_id"":8,""id"":4,""gohoops_id"":70389,""gohoops_roster_id"":165773,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""張兆辰"",""number"":""9"",""registered"":true,""is_listing"":false,""meta"":{""position"":""PowerForward"",""alt_name"":"""",""birthday"":""2000-09-02"",""height"":196,""weight"":97,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":1647,""key"":""sm"",""path"":""players/4/5VgDXhzlis0OFgHKlKWHRU5tirhDhykkag9Kv7JG.png"",""url"":""https://assets.tpbl.basketball/production/players/4/5VgDXhzlis0OFgHKlKWHRU5tirhDhykkag9Kv7JG.png?20251003165853""},{""id"":1648,""key"":""md"",""path"":""players/4/GQXpFtX2FOnCJCxKwA3wosqgvBBbatEAOzCBAYDN.png"",""url"":""https://assets.tpbl.basketball/production/players/4/GQXpFtX2FOnCJCxKwA3wosqgvBBbatEAOzCBAYDN.png?20251003165853""},{""id"":1649,""key"":""lg"",""path"":""players/4/RhXE5EJ3qw0BoE6zeoZhXATvyNLsXC6SYvWhyydv.png"",""url"":""https://assets.tpbl.basketball/production/players/4/RhXE5EJ3qw0BoE6zeoZhXATvyNLsXC6SYvWhyydv.png?20251003165853""},{""id"":1650,""key"":""xl"",""path"":""players/4/rc0aqJbFXP2N6MEongKZ2A4YlMPOoIKESF6K2lY5.png"",""url"":""https://assets.tpbl.basketball/production/players/4/rc0aqJbFXP2N6MEongKZ2A4YlMPOoIKESF6K2lY5.png?20251003173232""}]}"
2025-26,8,preseason,5,8,165774,True,division_roster,5,70390,11931,490,213,黃聰翰,11,True,"{""division_id"":8,""id"":5,""gohoops_id"":70390,""gohoops_roster_id"":165774,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""黃聰翰"",""number"":""11"",""registered"":true,""is_listing"":true,""meta"":{""position"":""SmallForward"",""alt_name"":"""",""birthday"":""1994-07-07"",""height"":193,""weight"":96,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":1643,""key"":""sm"",""path"":""players/5/0pvH9IF4f6sRVeh7OgV4kPaOZlHvDNT04i7MX7cK.png"",""url"":""https://assets.tpbl.basketball/production/players/5/0pvH9IF4f6sRVeh7OgV4kPaOZlHvDNT04i7MX7cK.png?20251003165153""},{""id"":1644,""key"":""md"",""path"":""players/5/F8d97hGs5GyyiipiZaygILEqMcGXVDaZUdSip89h.png"",""url"":""https://assets.tpbl.basketball/production/players/5/F8d97hGs5GyyiipiZaygILEqMcGXVDaZUdSip89h.png?20251003165153""},{""id"":1645,""key"":""lg"",""path"":""players/5/ZCQUSSU19fxXqRiJcaNLBjphx5ocweZb6VI9uNkp.png"",""url"":""https://assets.tpbl.basketball/production/players/5/ZCQUSSU19fxXqRiJcaNLBjphx5ocweZb6VI9uNkp.png?20251003165154""},{""id"":1646,""key"":""xl"",""path"":""players/5/a5VGFsU4igKRT8NJaNtC0yBtIpIJ9xJ1QjvAZfpx.png"",""url"":""https://assets.tpbl.basketball/production/players/5/a5VGFsU4igKRT8NJaNtC0yBtIpIJ9xJ1QjvAZfpx.png?20251003165154""}]}"
2025-26,8,preseason,10865,8,165777,True,division_roster,10865,90975,11931,490,213,謝銘駿,15,True,"{""division_id"":8,""id"":10865,""gohoops_id"":90975,""gohoops_roster_id"":165777,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""謝銘駿"",""number"":""15"",""registered"":true,""is_listing"":true,""meta"":{""position"":""PointGuardAndShootingGuard"",""alt_name"":"""",""birthday"":""2005-11-11"",""height"":190,""weight"":85,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":1659,""key"":""sm"",""path"":""players/10865/ZvEbn38z4lEHynDYRaMP8Ptaxia532ql5gmGFfzL.png"",""url"":""https://assets.tpbl.basketball/production/players/10865/ZvEbn38z4lEHynDYRaMP8Ptaxia532ql5gmGFfzL.png?20251003175045""},{""id"":1660,""key"":""md"",""path"":""players/10865/JiESMBJn8glSeVSxmtobW6aChZrXMpq9UPuRAMzM.png"",""url"":""https://assets.tpbl.basketball/production/players/10865/JiESMBJn8glSeVSxmtobW6aChZrXMpq9UPuRAMzM.png?20251003175045""},{""id"":1661,""key"":""lg"",""path"":""players/10865/Ned0NwVbCMnroAOVZunS6Yo8eOg9zl3VuVI3fM3o.png"",""url"":""https://assets.tpbl.basketball/production/players/10865/Ned0NwVbCMnroAOVZunS6Yo8eOg9zl3VuVI3fM3o.png?20251003175045""},{""id"":1662,""key"":""xl"",""path"":""players/10865/mVTL8qdPzzRgSoT2XuTV8XTYI6nqwzQKxhnPYZDK.png"",""url"":""https://assets.tpbl.basketball/production/players/10865/mVTL8qdPzzRgSoT2XuTV8XTYI6nqwzQKxhnPYZDK.png?20251003175202""}]}"
2025-26,8,preseason,7,8,165779,True,division_roster,7,70393,11931,490,213,孫思堯,20,False,"{""division_id"":8,""id"":7,""gohoops_id"":70393,""gohoops_roster_id"":165779,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""孫思堯"",""number"":""20"",""registered"":true,""is_listing"":false,""meta"":{""position"":""Center"",""alt_name"":"""",""birthday"":""1997-10-03"",""height"":203,""weight"":105,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":84,""key"":""sm"",""path"":""players/7/vqGK4SMhAgut14USWzQIovoBlhvb0e3yiSILPD7V.png"",""url"":""https://assets.tpbl.basketball/production/players/7/vqGK4SMhAgut14USWzQIovoBlhvb0e3yiSILPD7V.png?20251003174005""},{""id"":85,""key"":""md"",""path"":""players/7/40DgrGXM4oo6VMUnIeXErZ9Xu93RsuvjndWzdUjw.png"",""url"":""https://assets.tpbl.basketball/production/players/7/40DgrGXM4oo6VMUnIeXErZ9Xu93RsuvjndWzdUjw.png?20251003174005""},{""id"":86,""key"":""lg"",""path"":""players/7/D0Z0MPEOQIKaQzYPS8XgzWUEw1IOMtiqiVfsjiue.png"",""url"":""https://assets.tpbl.basketball/production/players/7/D0Z0MPEOQIKaQzYPS8XgzWUEw1IOMtiqiVfsjiue.png?20251003174005""},{""id"":87,""key"":""xl"",""path"":""players/7/JpbD8gCHqEo5bbADRz4pUGqLLIGjd1nGbWVDKHi9.png"",""url"":""https://assets.tpbl.basketball/production/players/7/JpbD8gCHqEo5bbADRz4pUGqLLIGjd1nGbWVDKHi9.png?20251003174005""}]}"
2025-26,8,preseason,14,8,165780,True,division_roster,14,70400,11931,490,213,錢肯尼,23,True,"{""division_id"":8,""id"":14,""gohoops_id"":70400,""gohoops_roster_id"":165780,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""team"":{""id"":8,""gohoops_id"":946,""gohoops_squad_id"":11931,""gohoops_event_id"":490,""gohoops_season_id"":213,""name"":""臺北台新戰神"",""status"":""ACTIVE"",""meta"":{""logo"":""https://assets.tpbl.basketball/logos/mars.webp"",""alt_name"":""mars""},""is_league"":false},""name"":""錢肯尼"",""number"":""23"",""registered"":true,""is_listing"":true,""meta"":{""position"":""ShootingGuard"",""alt_name"":"""",""birthday"":""1995-02-06"",""height"":186,""weight"":88,""avatar_url"":"""",""national_identity"":"""",""national_identity_extra_detail"":"""",""nationality"":""""},""images"":[{""id"":88,""key"":""sm"",""path"":""players/14/VgotkluYWmnrHbhaPetqIeLxROxsfYsl1PGbpNz8.png"",""url"":""https://assets.tpbl.basketball/production/players/14/VgotkluYWmnrHbhaPetqIeLxROxsfYsl1PGbpNz8.png?20251003181033""},{""id"":89,""key"":""md"",""path"":""players/14/9WwMor72PTuN7OWqZY8Q4oHxdG2x6TnfQp0juwxN.png"",""url"":""https://assets.tpbl.basketball/production/players/14/9WwMor72PTuN7OWqZY8Q4oHxdG2x6TnfQp0juwxN.png?20251003181034""},{""id"":90,""key"":""lg"",""path"":""players/14/aYLzom1qnk4t7HozempB5X769wCrBIMhQg5z6Gz3.png"",""url"":""https://assets.tpbl.basketball/production/players/14/aYLzom1qnk4t7HozempB5X769wCrBIMhQg5z6Gz3.png?20251003181034""},{""id"":91,""key"":""xl"",""path"":""players/14/7ai6FhkvJZFAEJ2m1sNR7ef03OjRLTsVzxsNY8NQ.png"",""url"":""https://assets.tpbl.basketball/production/players/14/7ai6FhkvJZFAEJ2m1sNR7ef03OjRLTsVzxsNY8NQ.png?20251003181034""}]}"
